root_id	stable_id
385744	TF101001
629636	TF101002
911644	TF101003
545390	TF101004
669484	TF101005
1189224	TF101006
481275	TF101007
979970	TF101008
873968	TF101009
981676	TF101010
744948	TF101011
457679	TF101012
1107659	TF101013
722751	TF101014
394699	TF101021
680456	TF101022
1028075	TF101023
894422	TF101024
690953	TF101025
852874	TF101026
457445	TF101031
1172476	TF101032
1007016	TF101033
1028165	TF101035
833718	TF101036
796844	TF101037
1152978	TF101038
896997	TF101039
1171317	TF101040
422746	TF101041
933922	TF101051
900979	TF101052
637233	TF101053
1030931	TF101054
890611	TF101055
554334	TF101056
1253836	TF101057
947300	TF101058
706479	TF101059
741705	TF101060
893907	TF101061
948755	TF101062
996195	TF101063
884708	TF101064
829099	TF101065
760413	TF101066
1196804	TF101067
1228657	TF101068
909321	TF101069
1271381	TF101070
1235662	TF101072
952247	TF101073
1098765	TF101074
1209531	TF101075
652747	TF101076
1227938	TF101077
626797	TF101078
364121	TF101080
1256753	TF101081
1035559	TF101082
1219943	TF101083
885020	TF101084
1157737	TF101085
1055546	TF101087
741025	TF101088
447740	TF101089
1056062	TF101090
984496	TF101092
1068171	TF101094
986094	TF101095
1212391	TF101096
634603	TF101097
962105	TF101101
955157	TF101102
1180988	TF101103
534865	TF101104
886684	TF101105
939068	TF101106
650351	TF101107
310592	TF101108
1280695	TF101111
942694	TF101116
544015	TF101117
750601	TF101118
922589	TF101119
1070523	TF101120
797207	TF101121
792582	TF101122
910028	TF101123
1104796	TF101124
620224	TF101125
640338	TF101126
793436	TF101127
628467	TF101128
342681	TF101131
1250285	TF101132
1237327	TF101133
1264638	TF101134
1228704	TF101135
1223934	TF101136
1196144	TF101137
1043924	TF101138
855250	TF101139
1173016	TF101140
410309	TF101141
559148	TF101142
1013699	TF101146
977975	TF101147
981394	TF101148
766652	TF101149
1121819	TF101150
816511	TF101151
936892	TF101152
658445	TF101153
1048275	TF101154
690655	TF101155
725418	TF101156
988820	TF101157
937486	TF101158
1127687	TF101159
1130423	TF101160
983932	TF101161
1164476	TF101162
1159017	TF101163
1194219	TF101164
1019795	TF101165
543424	TF101166
976740	TF101167
1056836	TF101168
1203823	TF101169
984966	TF101170
1173256	TF101171
1190307	TF101172
1188882	TF101176
1168694	TF101177
801664	TF101179
1151658	TF101180
417095	TF101181
1172110	TF101182
1072707	TF101183
1103002	TF101184
1187001	TF101201
1144090	TF101203
1239760	TF101204
1129415	TF101205
1025645	TF101211
851686	TF101212
1080781	TF101214
757650	TF101215
622252	TF101216
984308	TF101217
951859	TF101218
972180	TF101219
1178810	TF101220
1186545	TF101221
1224179	TF101222
1083160	TF101223
1000287	TF101224
1163594	TF101231
1032800	TF101232
935803	TF101233
949919	TF101234
1117183	TF101236
1127108	TF101237
992661	TF101241
1115381	TF101242
744678	TF101501
875228	TF101502
846790	TF101503
883668	TF101504
850605	TF101505
919989	TF101506
998985	TF101507
924989	TF101509
366816	TF101510
1053224	TF101511
1049667	TF101512
819746	TF101513
1010328	TF101514
918389	TF101515
1169853	TF101516
831698	TF101517
867221	TF101518
813606	TF101519
967961	TF101520
966713	TF101521
952053	TF101522
512016	TF101523
748323	TF101524
1181742	TF101525
453448	TF101526
777511	TF101527
1006648	TF101528
830116	TF101529
859230	TF101530
1197794	TF101531
810330	TF101533
641805	TF101534
861691	TF101535
1272605	TF102001
811032	TF102003
568054	TF102005
1166906	TF102011
1166596	TF102012
1014063	TF102013
1236472	TF102014
1204732	TF102021
1182264	TF102022
955642	TF102032
584474	TF102033
992103	TF102034
988162	TF102035
956224	TF102041
858053	TF102042
1255193	TF102046
1264046	TF102047
1171866	TF102048
1131137	TF103002
1267342	TF103004
1217943	TF103005
1174456	TF103006
970265	TF103007
1016520	TF103008
1225010	TF103009
1065374	TF103010
1155398	TF103011
859337	TF103012
1021235	TF103031
979495	TF103032
1033156	TF103033
952635	TF103034
1205686	TF103035
899245	TF103036
834838	TF103037
876698	TF103038
931249	TF103039
888654	TF103040
1002324	TF103041
940832	TF103042
896585	TF103043
943870	TF103044
994149	TF103045
1046361	TF103046
933229	TF103047
1066819	TF103048
1157153	TF103050
916689	TF103051
811734	TF103052
940734	TF103053
867963	TF103054
1005268	TF103055
893392	TF105001
949725	TF105002
1041020	TF105003
709075	TF105004
896482	TF105005
1241564	TF105006
956612	TF105007
833270	TF105008
1206587	TF105009
1002600	TF105010
886268	TF105011
634438	TF105012
1062994	TF105013
933724	TF105014
1086188	TF105015
824329	TF105016
928873	TF105017
610485	TF105018
876803	TF105019
821931	TF105020
845695	TF105021
918489	TF105031
611173	TF105032
814771	TF105033
1264930	TF105034
925189	TF105035
1357150	TF105036
834726	TF105037
1236247	TF105041
527162	TF105043
800704	TF105044
968249	TF105045
831472	TF105046
1138875	TF105047
939264	TF105048
268296	TF105049
917589	TF105050
972465	TF105051
1133835	TF105052
651311	TF105053
1001680	TF105054
866055	TF105055
1244962	TF105060
713954	TF105061
847335	TF105062
883564	TF105063
691101	TF105064
770510	TF105065
1175536	TF105066
907705	TF105067
1165043	TF105068
1189566	TF105069
1228274	TF105070
1000194	TF105071
1034402	TF105072
1061124	TF105073
1060359	TF105074
768071	TF105081
797086	TF105082
951374	TF105083
1153902	TF105084
1263454	TF105086
1179341	TF105089
397718	TF105090
1139496	TF105091
561633	TF105093
557804	TF105097
858802	TF105098
1229691	TF105099
1123373	TF105101
1204361	TF105112
768329	TF105113
1141980	TF105114
562393	TF105115
1008580	TF105116
1213982	TF105117
523462	TF105118
763936	TF105119
1225874	TF105120
475889	TF105121
1099476	TF105123
1175416	TF105124
1204520	TF105125
764456	TF105126
1225922	TF105127
639197	TF105131
825013	TF105132
1250982	TF105133
930259	TF105134
646497	TF105137
440951	TF105138
467899	TF105142
1198784	TF105143
871553	TF105144
491197	TF105145
787403	TF105152
1039788	TF105161
817671	TF105162
1234706	TF105163
555299	TF105164
756330	TF105165
1182844	TF105166
852226	TF105167
913462	TF105168
1122855	TF105169
888860	TF105170
1091282	TF105171
1260475	TF105172
1243117	TF105173
305213	TF105181
1039524	TF105182
745488	TF105183
1101598	TF105184
852442	TF105185
885228	TF105187
1256402	TF105188
575313	TF105192
974175	TF105194
918589	TF105195
927289	TF105196
498589	TF105197
892156	TF105198
303403	TF105199
1203283	TF105200
843605	TF105201
1013244	TF105203
424016	TF105205
926789	TF105206
1034758	TF105207
843385	TF105208
926089	TF105209
382032	TF105210
706189	TF105212
492727	TF105222
278054	TF105223
509910	TF105225
1178456	TF105229
1006372	TF105230
789015	TF105231
458849	TF105232
1208283	TF105233
1196474	TF105234
999636	TF105235
870713	TF105237
950210	TF105238
820091	TF105241
1169365	TF105242
1197629	TF105243
954672	TF105246
1011060	TF105247
1184816	TF105248
968057	TF105249
1145651	TF105250
474531	TF105251
1129919	TF105252
1077544	TF105253
1030842	TF105271
468589	TF105272
586649	TF105273
794168	TF105274
704594	TF105281
645853	TF105282
661735	TF105284
280748	TF105285
973130	TF105287
971417	TF105288
1291722	TF105291
797812	TF105292
1131705	TF105293
1063249	TF105295
397991	TF105296
1284772	TF105297
1051059	TF105301
476566	TF105302
489226	TF105303
838188	TF105306
1134119	TF105307
1018613	TF105308
1233648	TF105311
1105342	TF105312
1162397	TF105313
1139013	TF105316
341069	TF105317
463978	TF105318
1147326	TF105319
343323	TF105320
273392	TF105321
1060869	TF105322
1046535	TF105323
797328	TF105324
494471	TF105325
598285	TF105327
497941	TF105328
636577	TF105331
1224277	TF105332
1078955	TF105333
400437	TF105334
1232728	TF105335
786287	TF105336
644074	TF105337
647302	TF105339
1202905	TF105340
